"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0033588",-4.61433550853546,0,0.887,19,1,18,"ok",0,0.921574442225888,0.0633333333333333,0.0526315789473684
"FBgn0033589",NA,NA,NA,23,0,23,"skipped",NA,NA,0.0766666666666667,0
"FBgn0026386",0.0386839961664967,0,0.452,54,10,44,"ok",0,0.606994614003591,0.18,0.185185185185185
"FBgn0033598",-0.366213668415949,0,0.876,48,13,35,"ok",0,0.914591991625229,0.16,0.270833333333333
"FBgn0033599",0.356598349921938,0.125,0.274,15,8,7,"ok",0.159948679568053,0.446518518518519,0.05,0.533333333333333
"FBgn0033602",-0.14751047967708,0,0.639,53,9,44,"ok",0,0.755090047393365,0.176666666666667,0.169811320754717
"FBgn0041174",0.363225664541927,0.026,0.216,28,18,10,"ok",0.0383117458754001,0.385086846417399,0.0933333333333333,0.642857142857143
"FBgn0033608",0.634768599473734,0.157,0.156,34,4,30,"ok",0.19638127090301,0.315160027008778,0.113333333333333,0.117647058823529
"FBgn0050033",NA,NA,NA,8,0,8,"skipped",NA,NA,0.0266666666666667,0
"FBgn0033615",0.722838489340742,0.369,0.257,54,2,52,"ok",0.422925876268914,0.429337800111669,0.18,0.037037037037037
"FBgn0033616",0.258479402883227,0,0.187,66,19,47,"ok",0,0.353166482562727,0.22,0.287878787878788
"FBgn0003382",0.534310043689498,0,0.004,210,30,180,"ok",0,0.0296054421768707,0.7,0.142857142857143
"FBgn0043470",NA,NA,NA,30,0,30,"skipped",NA,NA,0.1,0
"FBgn0010357",0.390081005012347,0,0.087,63,23,40,"ok",0,0.218926829268293,0.21,0.365079365079365
"FBgn0015001",0.0383646851533274,0.011,0.48,23,8,15,"ok",0.0173449275362319,0.629756632317474,0.0766666666666667,0.347826086956522
"FBgn0024188",-0.227182785758054,0,0.717,42,10,32,"ok",0,0.8076288,0.14,0.238095238095238
"FBgn0041241",0.187752718917493,0.006,0.326,36,8,28,"ok",0.00985290889132821,0.49613021363174,0.12,0.222222222222222
"FBgn0033627",-0.0470882241321404,0,0.584,135,117,18,"ok",0,0.714288400613183,0.45,0.866666666666667
"FBgn0033633",1.12667776571445,0.639,0.028,105,3,102,"ok",0.687111590296496,0.108272697899838,0.35,0.0285714285714286
"FBgn0033635",0.0779617553484028,0,0.383,79,28,51,"ok",0,0.547051438119107,0.263333333333333,0.354430379746835
"FBgn0000581",0.445827429778641,0,0.003,283,46,237,"ok",0,0.0240482250502344,0.943333333333333,0.162544169611307
"FBgn0015872",0.373054341234684,0,0.017,238,43,195,"ok",0,0.0779524904214559,0.793333333333333,0.180672268907563
"FBgn0082585",0.538935180824351,0,0.004,178,28,150,"ok",0,0.0296054421768707,0.593333333333333,0.157303370786517
"FBgn0033629",0.020009314069901,0,0.477,70,13,57,"ok",0,0.627678504672897,0.233333333333333,0.185714285714286
"FBgn0021795",0.373652721474173,0,0.031,193,28,165,"ok",0,0.114543995060204,0.643333333333333,0.145077720207254
"FBgn0001276",0.62636024821904,0.218,0.333,38,2,36,"ok",0.265090835196098,0.502692230070636,0.126666666666667,0.0526315789473684
"FBgn0033624",0.144346891824715,0,0.326,62,22,40,"ok",0,0.49613021363174,0.206666666666667,0.354838709677419
"FBgn0033623",NA,NA,NA,10,0,10,"skipped",NA,NA,0.0333333333333333,0
"FBgn0050025",0.906512037203778,0.307,0.001,61,21,40,"ok",0.358736184338996,0.0103798785776236,0.203333333333333,0.344262295081967
"FBgn0010359",3.94176867721138,0.509,0.333,10,1,9,"ok",0.562692776648808,0.502692230070636,0.0333333333333333,0.1
"FBgn0010425",0.597472882427725,0.02,0.03,91,77,14,"ok",0.030070351758794,0.112270168855535,0.303333333333333,0.846153846153846
"FBgn0003863",0.429761956753314,0,0.014,116,57,59,"ok",0,0.0684444444444444,0.386666666666667,0.491379310344828
"FBgn0011555",1.39982990405021,0.679,0.075,22,2,20,"ok",0.72433122381674,0.199688542825361,0.0733333333333333,0.0909090909090909
"FBgn0011554",-0.91220217697701,0,0.947,20,5,15,"ok",0,0.961623621245546,0.0666666666666667,0.25
"FBgn0011556",0.621170965564919,0.17,0.174,23,4,19,"ok",0.211404821280133,0.337454545454545,0.0766666666666667,0.173913043478261
"FBgn0026385",-0.771042998242427,0,0.956,35,10,25,"ok",0,0.969282277194171,0.116666666666667,0.285714285714286
"FBgn0025373",-0.0695085150175407,0,0.623,110,37,73,"ok",0,0.744043907793633,0.366666666666667,0.336363636363636
"FBgn0033614",0.820661148705491,0.358,0.204,10,4,6,"ok",0.411658724058417,0.372062176165803,0.0333333333333333,0.4
"FBgn0040763",-0.348075159621648,0,0.823,37,20,17,"ok",0,0.881954154727794,0.123333333333333,0.540540540540541
"FBgn0015582",0.502836496078911,0.002,0.036,138,13,125,"ok",0.00351070695218539,0.125868536371604,0.46,0.0942028985507246
"FBgn0033610",1.81407341254633,0.909,0.014,27,2,25,"ok",0.924841622035195,0.0684444444444444,0.09,0.0740740740740741
"FBgn0033609",0.0402554689647714,0,0.475,105,13,92,"ok",0,0.626286217913407,0.35,0.123809523809524
"FBgn0033607",0.475514975768946,0.004,0.083,156,9,147,"ok",0.00672737492973581,0.212798628963153,0.52,0.0576923076923077
"FBgn0033605",-0.787296607808727,0,0.982,43,12,31,"ok",0,0.98810963511014,0.143333333333333,0.27906976744186
"FBgn0086519",-0.149864730773598,0,0.707,56,27,29,"ok",0,0.801342551377971,0.186666666666667,0.482142857142857
"FBgn0010423",0.677028011130031,0.012,0.007,211,14,197,"ok",0.0188102161100196,0.0433847747281201,0.703333333333333,0.0663507109004739
"FBgn0033601",NA,NA,NA,14,0,14,"skipped",NA,NA,0.0466666666666667,0
"FBgn0033600",1.30306014418691,0.608,0.238,20,1,19,"ok",0.657558648111332,0.409662591687042,0.0666666666666667,0.05
"FBgn0033597",0.204895601967841,0,0.151,115,44,71,"ok",0,0.308653800170794,0.383333333333333,0.382608695652174
"FBgn0033593",0.135291138746979,0.051,0.413,15,5,10,"ok",0.0709565217391304,0.573475345167653,0.05,0.333333333333333
"FBgn0033592",0.304683626923032,0.03,0.319,41,5,36,"ok",0.0436363636363636,0.49027764222422,0.136666666666667,0.121951219512195
"FBgn0033591",-0.0477949106195641,0,0.548,42,9,33,"ok",0,0.686175350491735,0.14,0.214285714285714
"FBgn0033590",0.469060919533693,0.145,0.287,15,4,11,"ok",0.182707938513371,0.458954569748797,0.05,0.266666666666667
"FBgn0033587",-3.42817849651999,0.32,0.588,6,5,1,"ok",0.372544747081712,0.717201793721973,0.02,0.833333333333333
"FBgn0050021",0.45473713252756,0,0.006,276,33,243,"ok",0,0.039303776683087,0.92,0.119565217391304
"FBgn0033582",6.00439914828204,0.931,0.028,39,1,38,"ok",0.942736948980455,0.108272697899838,0.13,0.0256410256410256
"FBgn0033572",1.62102354287726,0.799,0.048,18,2,16,"ok",0.833545327754533,0.15050144092219,0.06,0.111111111111111
"FBgn0033573",-0.112539654356709,0.089,0.501,18,3,15,"ok",0.117514563106796,0.647163302752294,0.06,0.166666666666667
"FBgn0033578",0.402332734650966,0,0.063,160,18,142,"ok",0,0.179434554973822,0.533333333333333,0.1125
"FBgn0033580",0.170842690566813,0,0.265,67,25,42,"ok",0,0.437632123637367,0.223333333333333,0.373134328358209
"FBgn0040764",NA,NA,NA,8,0,8,"skipped",NA,NA,0.0266666666666667,0
"FBgn0033581",-0.0104287846589829,0,0.526,67,21,46,"ok",0,0.667922334217507,0.223333333333333,0.313432835820896
"FBgn0033579",0.247403616552285,0,0.086,135,55,80,"ok",0,0.217692047377327,0.45,0.407407407407407
"FBgn0040765",0.226047551089562,0,0.101,208,52,156,"ok",0,0.24059872611465,0.693333333333333,0.25
"FBgn0033574",-3.51311080631559,0.067,0.881,16,1,15,"ok",0.0908618696883853,0.9179703987463,0.0533333333333333,0.0625
"FBgn0033540",0.659744387950735,0.265,0.307,55,2,53,"ok",0.315354479467038,0.478283780265556,0.183333333333333,0.0363636363636364
"FBgn0033541",8.65393332759689,0.836,0.063,11,1,10,"ok",0.864160304024875,0.179434554973822,0.0366666666666667,0.0909090909090909
"FBgn0024836",0.505446706719241,0,0,254,67,187,"ok",0,0,0.846666666666667,0.263779527559055
"FBgn0033542",1.10502710964859,0.687,0.001,87,8,79,"ok",0.73156117092268,0.0103798785776236,0.29,0.0919540229885057
"FBgn0033544",0.300695485597322,0,0.012,246,96,150,"ok",0,0.0619568593615185,0.82,0.390243902439024
"FBgn0033547",NA,NA,NA,20,0,20,"skipped",NA,NA,0.0666666666666667,0
"FBgn0033549",0.790568964334666,0.292,0.274,41,2,39,"ok",0.343522658016318,0.446518518518519,0.136666666666667,0.0487804878048781
"FBgn0033551",0.298855785737125,0,0.074,233,23,210,"ok",0,0.197995081600715,0.776666666666667,0.0987124463519313
"FBgn0029134",0.68490408238083,0.136,0.077,63,5,58,"ok",0.172548287925368,0.203609368095448,0.21,0.0793650793650794
"FBgn0033555",1.69866069360903,0.88,0.034,45,2,43,"ok",0.901312794180573,0.121502538071066,0.15,0.0444444444444444
"FBgn0033557",0.20381705357898,0,0.214,77,22,55,"ok",0,0.382775668808848,0.256666666666667,0.285714285714286
"FBgn0263510",-0.0446218602298354,0,0.573,115,27,88,"ok",0,0.70530330145017,0.383333333333333,0.234782608695652
"FBgn0050020",1.34200703580199,0.922,0,67,5,62,"ok",0.93528530259366,0,0.223333333333333,0.0746268656716418
"FBgn0033569",-0.00431390850750639,0,0.495,91,11,80,"ok",0,0.642673031026253,0.303333333333333,0.120879120879121
"FBgn0033571",0.617835470794674,0.014,0.015,94,15,79,"ok",0.0216699430936368,0.0718654923939151,0.313333333333333,0.159574468085106
"FBgn0033570",-0.0573370881520999,0,0.597,117,27,90,"ok",0,0.724707982554012,0.39,0.230769230769231
"FBgn0017414",51.1404155182607,0.893,0,9,8,1,"ok",0.91197405922007,0,0.03,0.888888888888889
"FBgn0010356",0.149365650375493,0,0.301,99,13,86,"ok",0,0.473435142594296,0.33,0.131313131313131
"FBgn0050016",0.204618008227453,0.054,0.341,17,5,12,"ok",0.0747567379988433,0.509690021231422,0.0566666666666667,0.294117647058824
"FBgn0050015",0.29913836116768,0,0.035,203,110,93,"ok",0,0.123672866843815,0.676666666666667,0.541871921182266
"FBgn0027525",0.602348882848087,0.112,0.235,91,3,88,"ok",0.144831550513236,0.406310314937879,0.303333333333333,0.032967032967033
"FBgn0033558",0.361001059715417,0,0.003,284,61,223,"ok",0,0.0240482250502344,0.946666666666667,0.214788732394366
"FBgn0033556",5.96849501022711,0.942,0.005,35,1,34,"ok",0.951621169916434,0.0345895953757225,0.116666666666667,0.0285714285714286
"FBgn0033554",-0.131286528542658,0,0.657,26,16,10,"ok",0,0.768995207823961,0.0866666666666667,0.615384615384615
"FBgn0086898",0.0888792451230909,0,0.375,89,26,63,"ok",0,0.540722891566265,0.296666666666667,0.292134831460674
"FBgn0033550",0.283141619164833,0.031,0.359,47,4,43,"ok",0.0449815712900097,0.52595323785041,0.156666666666667,0.0851063829787234
"FBgn0033548",-0.57134177610956,0,0.926,71,9,62,"ok",0,0.946806322084579,0.236666666666667,0.126760563380282
"FBgn0027499",-0.00746694945174188,0,0.51,60,9,51,"ok",0,0.654409778063686,0.2,0.15
"FBgn0053144",0.233326330379524,0,0.051,270,110,160,"ok",0,0.156584915341201,0.9,0.407407407407407
"FBgn0024956",0.601826874831201,0.009,0.011,171,12,159,"ok",0.0144,0.0586405345211581,0.57,0.0701754385964912
"FBgn0033543",0.623588720036738,0.058,0.037,67,10,57,"ok",0.0797591635068367,0.128092565808504,0.223333333333333,0.149253731343284
"FBgn0005586",0.328586875394098,0,0.041,147,57,90,"ok",0,0.136681894150418,0.49,0.387755102040816
"FBgn0033539",0.146711878721977,0,0.229,216,31,185,"ok",0,0.400098102189781,0.72,0.143518518518519
"FBgn0033518",1.41750948630408,0.816,0.008,30,4,26,"ok",0.84743908365151,0.0475628415300546,0.1,0.133333333333333
"FBgn0053474",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0033520",0.683901961052704,0.015,0,106,24,82,"ok",0.0231042471042471,0,0.353333333333333,0.226415094339623
"FBgn0262114",0.252775432635881,0,0.061,257,75,182,"ok",0,0.17570348977136,0.856666666666667,0.291828793774319
"FBgn0001122",0.208970838228766,0,0.07,230,114,116,"ok",0,0.191138489618982,0.766666666666667,0.495652173913044
"FBgn0033527",0.255981319036256,0,0.197,60,15,45,"ok",0,0.365081449365129,0.2,0.25
"FBgn0033529",0.219941911873575,0,0.159,192,22,170,"ok",0,0.319226975339708,0.64,0.114583333333333
"FBgn0263102",0.563922579493991,0,0,295,105,190,"ok",0,0,0.983333333333333,0.355932203389831
"FBgn0033538",0.488571952573107,0,0.003,216,38,178,"ok",0,0.0240482250502344,0.72,0.175925925925926
"FBgn0033528",0.599560022230267,0.08,0.183,79,4,75,"ok",0.106749916378638,0.348693520140105,0.263333333333333,0.0506329113924051
"FBgn0261862",0.30909172337191,0,0.032,259,50,209,"ok",0,0.116832214765101,0.863333333333333,0.193050193050193
"FBgn0033526",0.080255426049226,0,0.42,103,11,92,"ok",0,0.578630136986301,0.343333333333333,0.106796116504854
"FBgn0033524",0.371705914880475,0.001,0.06,106,22,84,"ok",0.00181912144702842,0.174037809015996,0.353333333333333,0.207547169811321
"FBgn0033523",-2.34313457658529,0,0.795,20,1,19,"ok",0,0.862607434270172,0.0666666666666667,0.05
"FBgn0033521",-0.0636650273472914,0.026,0.547,28,4,24,"ok",0.0383117458754001,0.685353433835846,0.0933333333333333,0.142857142857143
"FBgn0033519",-1.57654140568173,0.396,0.4,8,1,7,"ok",0.450206896551724,0.562670427832628,0.0266666666666667,0.125
"FBgn0053475",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0053476",-0.282375347134778,0.008,0.684,14,8,6,"ok",0.0128965517241379,0.787656307129799,0.0466666666666667,0.571428571428571
"FBgn0053477",NA,NA,NA,3,0,3,"skipped",NA,NA,0.01,0
"FBgn0033516",1.12716256740796,0.584,0.023,23,5,18,"ok",0.635045611484645,0.0950169140490162,0.0766666666666667,0.217391304347826
"FBgn0033515",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0026388",-0.17890559085779,0.001,0.635,31,6,25,"ok",0.00181912144702842,0.752294595129677,0.103333333333333,0.193548387096774
"FBgn0033491",1.00754182507386,0.481,0.018,61,5,56,"ok",0.535249465364947,0.080652938974167,0.203333333333333,0.0819672131147541
"FBgn0005619",-0.610729308374745,0.001,0.856,26,7,19,"ok",0.00181912144702842,0.901655342369301,0.0866666666666667,0.269230769230769
"FBgn0033499",0.391813085079961,0.048,0.213,25,9,16,"ok",0.0672516974947319,0.381785831960461,0.0833333333333333,0.36
"FBgn0033500",0.233052959157533,0,0.16,98,25,73,"ok",0,0.320106987629555,0.326666666666667,0.255102040816327
"FBgn0033501",0.225261546984226,0,0.069,232,71,161,"ok",0,0.189532246958917,0.773333333333333,0.306034482758621
"FBgn0033502",0.0709281485970778,0,0.374,143,63,80,"ok",0,0.540126945818752,0.476666666666667,0.440559440559441
"FBgn0033504",0.564665778727852,0,0,300,189,111,"ok",0,0,1,0.63
"FBgn0033507",0.448308424086354,0.024,0.157,41,8,33,"ok",0.0356058014131647,0.316645770138187,0.136666666666667,0.195121951219512
"FBgn0026403",0.223410513654876,0,0.11,204,55,149,"ok",0,0.253510494896977,0.68,0.269607843137255
"FBgn0033508",-0.00173963049505998,0,0.487,60,26,34,"ok",0,0.635526769163668,0.2,0.433333333333333
"FBgn0028426",0.623315145171703,0.088,0.025,36,17,19,"ok",0.116335358444714,0.100301709688233,0.12,0.472222222222222
"FBgn0003660",0.329547512469595,0,0.03,234,52,182,"ok",0,0.112270168855535,0.78,0.222222222222222
"FBgn0033498",-0.361020316181432,0,0.819,43,9,34,"ok",0,0.879557788944723,0.143333333333333,0.209302325581395
"FBgn0000448",0.329410508089039,0,0.111,75,23,52,"ok",0,0.254833685018224,0.25,0.306666666666667
"FBgn0265512",-0.0987571785077783,0,0.709,152,55,97,"ok",0,0.80292505677517,0.506666666666667,0.361842105263158
"FBgn0033454",0.388566005338393,0.006,0.112,67,12,55,"ok",0.00985290889132821,0.255706982067913,0.223333333333333,0.17910447761194
"FBgn0033457",-0.0254743291752834,0.025,0.516,17,9,8,"ok",0.0369702211787965,0.659633411664174,0.0566666666666667,0.529411764705882
"FBgn0033458",-0.355901171422077,0.006,0.758,15,6,9,"ok",0.00985290889132821,0.835951345374125,0.05,0.4
"FBgn0033459",4.63829386282604,0.44,0.277,9,1,8,"ok",0.494220553730643,0.449144560357675,0.03,0.111111111111111
"FBgn0033461",-6.1972625314939,0,0.776,10,9,1,"ok",0,0.848453133564773,0.0333333333333333,0.9
"FBgn0050008",8.02295709965471,0.865,0.046,16,1,15,"ok",0.889069048436963,0.146768328445748,0.0533333333333333,0.0625
"FBgn0285892",-0.277117344299883,0.044,0.64,14,3,11,"ok",0.0621054369619059,0.755973154362416,0.0466666666666667,0.214285714285714
"FBgn0000715",0.113231897911313,0,0.259,170,64,106,"ok",0,0.431594541910331,0.566666666666667,0.376470588235294
"FBgn0286783",0.539848331983442,0,0.001,168,36,132,"ok",0,0.0103798785776236,0.56,0.214285714285714
"FBgn0283510",0.641197191196331,0.052,0.023,46,28,18,"ok",0.0722051282051282,0.0950169140490162,0.153333333333333,0.608695652173913
"FBgn0027619",0.00979891081944968,0.003,0.486,34,7,27,"ok",0.00513134200371588,0.634983406113537,0.113333333333333,0.205882352941176
"FBgn0033471",0.538449011431708,0.053,0.11,46,8,38,"ok",0.0734743426387119,0.253510494896977,0.153333333333333,0.173913043478261
"FBgn0000606",0.326136458894655,0,0.092,202,184,18,"ok",0,0.226135962209899,0.673333333333333,0.910891089108911
"FBgn0286784",0.571837571864914,0,0,281,38,243,"ok",0,0,0.936666666666667,0.135231316725979
"FBgn0033473",0.727950075657743,0.18,0.05,43,7,36,"ok",0.222499483577773,0.155066079295154,0.143333333333333,0.162790697674419
"FBgn0033475",-1.4502573015802,0.004,0.906,14,3,11,"ok",0.00672737492973581,0.933695685869285,0.0466666666666667,0.214285714285714
"FBgn0040773",0.33125616431656,0.001,0.164,72,11,61,"ok",0.00181912144702842,0.324690157154673,0.24,0.152777777777778
"FBgn0262169",0.236254911321674,0,0.231,50,18,32,"ok",0,0.401890972525076,0.166666666666667,0.36
"FBgn0033480",NA,NA,NA,22,0,22,"skipped",NA,NA,0.0733333333333333,0
"FBgn0033481",0.0605313509961306,0,0.414,68,31,37,"ok",0,0.573998146431881,0.226666666666667,0.455882352941176
"FBgn0033483",0.0994646314704524,0,0.379,60,36,24,"ok",0,0.544065251289433,0.2,0.6
"FBgn0033484",0.290695196156956,0,0.063,124,60,64,"ok",0,0.179434554973822,0.413333333333333,0.483870967741935
"FBgn0001291",0.720700066420211,0.133,0.061,51,6,45,"ok",0.168921150376738,0.17570348977136,0.17,0.117647058823529
"FBgn0003071",0.72975679691578,0.001,0,268,35,233,"ok",0.00181912144702842,0,0.893333333333333,0.130597014925373
"FBgn0033486",0.0173813636449779,0,0.457,231,53,178,"ok",0,0.610694059848147,0.77,0.229437229437229
"FBgn0033485",0.908667156010109,0.307,0.014,121,6,115,"ok",0.358736184338996,0.0684444444444444,0.403333333333333,0.0495867768595041
"FBgn0033482",-0.0820098362307722,0,0.629,110,20,90,"ok",0,0.747925683060109,0.366666666666667,0.181818181818182
"FBgn0013435",1.37534487706615,0.837,0.016,76,3,73,"ok",0.864969864433123,0.0750344827586207,0.253333333333333,0.0394736842105263
"FBgn0033479",2.47214893704827,0.97,0.005,18,2,16,"ok",0.975460885639862,0.0345895953757225,0.06,0.111111111111111
"FBgn0010385",NA,NA,NA,32,0,32,"skipped",NA,NA,0.106666666666667,0
"FBgn0263260",0.0172337100601391,0.003,0.481,31,9,22,"ok",0.00513134200371588,0.630308551406986,0.103333333333333,0.290322580645161
"FBgn0033476",0.548073558744652,0,0.005,282,27,255,"ok",0,0.0345895953757225,0.94,0.0957446808510638
"FBgn0033474",0.336616402416427,0,0.077,82,30,52,"ok",0,0.203609368095448,0.273333333333333,0.365853658536585
"FBgn0022382",0.230787472684926,0,0.124,183,41,142,"ok",0,0.272499449136981,0.61,0.224043715846995
"FBgn0033468",-1.91576374895226,0,0.974,13,4,9,"ok",0,0.981710628263433,0.0433333333333333,0.307692307692308
"FBgn0033467",1.07255187665607,0.504,0.047,27,23,4,"ok",0.55783519837233,0.148690457309014,0.09,0.851851851851852
"FBgn0011656",0.338123974838563,0,0.004,292,77,215,"ok",0,0.0296054421768707,0.973333333333333,0.263698630136986
"FBgn0033464",0.347833414498477,0,0.031,168,37,131,"ok",0,0.114543995060204,0.56,0.220238095238095
"FBgn0033463",0.53751452034231,0,0,300,61,239,"ok",0,0,1,0.203333333333333
"FBgn0033460",0.591594863620944,0,0.001,283,27,256,"ok",0,0.0103798785776236,0.943333333333333,0.0954063604240283
"FBgn0027580",0.529227830561922,0,0.001,154,41,113,"ok",0,0.0103798785776236,0.513333333333333,0.266233766233766
"FBgn0050000",0.998173275240956,0.427,0.124,25,3,22,"ok",0.481471264367816,0.272499449136981,0.0833333333333333,0.12
"FBgn0050005",0.337679404643362,0.054,0.279,24,13,11,"ok",0.0747567379988433,0.451164977705716,0.08,0.541666666666667
"FBgn0033439",-0.0272018071226676,0.411,0.303,7,1,6,"ok",0.465447388342165,0.47514465408805,0.0233333333333333,0.142857142857143
"FBgn0033440",-1.88759451660427,0.036,0.745,9,2,7,"ok",0.0516790212306585,0.826488691138302,0.03,0.222222222222222
"FBgn0010316",0.084368978715681,0.011,0.464,67,5,62,"ok",0.0173449275362319,0.617291240551356,0.223333333333333,0.0746268656716418
"FBgn0005614",0.215816842201316,0,0.077,262,90,172,"ok",0,0.203609368095448,0.873333333333333,0.343511450381679
